email_address,first_name,last_name,signup_date,status,user_id
user233@example.com,Name233,Last233,2023-06-19 14:07:22.323296,subscribed,UID233
user234@example.com,Name234,Last234,2023-07-28 14:07:22.323296,subscribed,UID234
user235@example.com,Name235,Last235,2024-05-16 14:07:22.323296,subscribed,UID235
user236@example.com,Name236,Last236,2024-02-19 14:07:22.323296,subscribed,UID236
user237@example.com,Name237,Last237,2024-05-12 14:07:22.323296,subscribed,UID237
user238@example.com,Name238,Last238,2024-05-30 14:07:22.323296,subscribed,UID238
user239@example.com,Name239,Last239,2023-12-29 14:07:22.323296,subscribed,UID239
user240@example.com,Name240,Last240,2024-05-10 14:07:22.323296,subscribed,UID240
user241@example.com,Name241,Last241,2023-09-26 14:07:22.323296,unsubscribed,UID241
user242@example.com,Name242,Last242,2024-02-15 14:07:22.323296,cleaned,UID242
user243@example.com,Name243,Last243,2024-01-25 14:07:22.323296,unsubscribed,UID243
user244@example.com,Name244,Last244,2023-07-09 14:07:22.323296,subscribed,UID244
user245@example.com,Name245,Last245,2023-10-11 14:07:22.323296,subscribed,UID245
user246@example.com,Name246,Last246,2024-02-27 14:07:22.323296,unsubscribed,UID246
user247@example.com,Name247,Last247,2023-09-13 14:07:22.323296,subscribed,UID247
user248@example.com,Name248,Last248,2024-04-09 14:07:22.323296,cleaned,UID248
user249@example.com,Name249,Last249,2023-08-28 14:07:22.323296,cleaned,UID249
user250@example.com,Name250,Last250,2023-08-25 14:07:22.323296,unsubscribed,UID250
user251@example.com,Name251,Last251,2023-10-17 14:07:22.323296,subscribed,UID251
user252@example.com,Name252,Last252,2024-02-12 14:07:22.323296,subscribed,UID252
user253@example.com,Name253,Last253,2023-10-17 14:07:22.323296,unsubscribed,UID253
user254@example.com,Name254,Last254,2023-11-20 14:07:22.323296,subscribed,UID254
user255@example.com,Name255,Last255,2024-03-10 14:07:22.323296,subscribed,UID255
user256@example.com,Name256,Last256,2024-04-28 14:07:22.323296,subscribed,UID256
user257@example.com,Name257,Last257,2024-04-27 14:07:22.323296,unsubscribed,UID257
user258@example.com,Name258,Last258,2023-07-14 14:07:22.323296,subscribed,UID258
user259@example.com,Name259,Last259,2023-11-08 14:07:22.323296,subscribed,UID259
user260@example.com,Name260,Last260,2023-12-17 14:07:22.323296,subscribed,UID260
user261@example.com,Name261,Last261,2023-11-12 14:07:22.323296,subscribed,UID261
user262@example.com,Name262,Last262,2023-11-18 14:07:22.323296,cleaned,UID262
user263@example.com,Name263,Last263,2023-10-20 14:07:22.323296,subscribed,UID263
user264@example.com,Name264,Last264,2024-05-19 14:07:22.323296,subscribed,UID264
user265@example.com,Name265,Last265,2023-07-07 14:07:22.323296,unsubscribed,UID265
user266@example.com,Name266,Last266,2023-07-17 14:07:22.323296,subscribed,UID266
user267@example.com,Name267,Last267,2023-07-21 14:07:22.323296,subscribed,UID267
user268@example.com,Name268,Last268,2024-04-26 14:07:22.323296,subscribed,UID268
user269@example.com,Name269,Last269,2024-05-15 14:07:22.323296,subscribed,UID269
user270@example.com,Name270,Last270,2023-11-22 14:07:22.323296,subscribed,UID270
user271@example.com,Name271,Last271,2023-12-25 14:07:22.323296,subscribed,UID271
user272@example.com,Name272,Last272,2024-04-21 14:07:22.323296,subscribed,UID272
user273@example.com,Name273,Last273,2024-02-09 14:07:22.323296,unsubscribed,UID273
user274@example.com,Name274,Last274,2024-03-09 14:07:22.323296,unsubscribed,UID274
user275@example.com,Name275,Last275,2024-03-10 14:07:22.323296,subscribed,UID275
user276@example.com,Name276,Last276,2023-09-15 14:07:22.323296,subscribed,UID276
user277@example.com,Name277,Last277,2023-10-30 14:07:22.323296,subscribed,UID277
user278@example.com,Name278,Last278,2024-04-05 14:07:22.323296,subscribed,UID278
user279@example.com,Name279,Last279,2023-11-12 14:07:22.323296,subscribed,UID279
user280@example.com,Name280,Last280,2024-03-14 14:07:22.323296,subscribed,UID280
user281@example.com,Name281,Last281,2024-01-25 14:07:22.323296,unsubscribed,UID281
user282@example.com,Name282,Last282,2023-10-23 14:07:22.323296,subscribed,UID282
user283@example.com,Name283,Last283,2024-02-09 14:07:22.323296,subscribed,UID283
user284@example.com,Name284,Last284,2024-05-08 14:07:22.323296,subscribed,UID284
user285@example.com,Name285,Last285,2023-11-02 14:07:22.323296,subscribed,UID285
user286@example.com,Name286,Last286,2023-09-08 14:07:22.323296,subscribed,UID286
user287@example.com,Name287,Last287,2024-04-26 14:07:22.323296,subscribed,UID287
user288@example.com,Name288,Last288,2024-05-21 14:07:22.323296,subscribed,UID288
user289@example.com,Name289,Last289,2023-07-18 14:07:22.323296,subscribed,UID289
user290@example.com,Name290,Last290,2023-09-13 14:07:22.323296,subscribed,UID290
user291@example.com,Name291,Last291,2024-06-08 14:07:22.323296,subscribed,UID291
user292@example.com,Name292,Last292,2024-04-29 14:07:22.323296,subscribed,UID292
user293@example.com,Name293,Last293,2024-02-15 14:07:22.323296,subscribed,UID293
user294@example.com,Name294,Last294,2024-03-22 14:07:22.323296,subscribed,UID294
user295@example.com,Name295,Last295,2023-11-20 14:07:22.323296,subscribed,UID295
user296@example.com,Name296,Last296,2023-10-11 14:07:22.323296,subscribed,UID296
user297@example.com,Name297,Last297,2023-10-13 14:07:22.323296,subscribed,UID297
user298@example.com,Name298,Last298,2024-02-27 14:07:22.323296,subscribed,UID298
user299@example.com,Name299,Last299,2023-11-23 14:07:22.323296,subscribed,UID299
user300@example.com,Name300,Last300,2024-05-16 14:07:22.323296,subscribed,UID300
user301@example.com,Name301,Last301,2024-03-23 14:07:22.323296,subscribed,UID301
user302@example.com,Name302,Last302,2023-12-04 14:07:22.323296,subscribed,UID302
user303@example.com,Name303,Last303,2024-06-14 14:07:22.323296,subscribed,UID303
user304@example.com,Name304,Last304,2023-11-29 14:07:22.323296,subscribed,UID304
user305@example.com,Name305,Last305,2024-02-01 14:07:22.323296,subscribed,UID305
user306@example.com,Name306,Last306,2023-10-27 14:07:22.323296,cleaned,UID306
user307@example.com,Name307,Last307,2024-01-21 14:07:22.323296,subscribed,UID307
user308@example.com,Name308,Last308,2023-11-12 14:07:22.323296,subscribed,UID308
user309@example.com,Name309,Last309,2023-06-25 14:07:22.323296,subscribed,UID309
user310@example.com,Name310,Last310,2023-09-05 14:07:22.323296,subscribed,UID310
user311@example.com,Name311,Last311,2023-07-13 14:07:22.323296,subscribed,UID311
user312@example.com,Name312,Last312,2023-10-10 14:07:22.323296,subscribed,UID312
user313@example.com,Name313,Last313,2024-03-28 14:07:22.323296,subscribed,UID313
user314@example.com,Name314,Last314,2024-03-10 14:07:22.323296,cleaned,UID314
user315@example.com,Name315,Last315,2024-01-16 14:07:22.323296,subscribed,UID315
user316@example.com,Name316,Last316,2024-02-25 14:07:22.323296,subscribed,UID316
user317@example.com,Name317,Last317,2024-05-17 14:07:22.323296,subscribed,UID317
user318@example.com,Name318,Last318,2023-08-24 14:07:22.323296,subscribed,UID318
user319@example.com,Name319,Last319,2023-09-12 14:07:22.323296,subscribed,UID319
user320@example.com,Name320,Last320,2024-05-15 14:07:22.323296,subscribed,UID320
user321@example.com,Name321,Last321,2024-01-07 14:07:22.323296,subscribed,UID321
user322@example.com,Name322,Last322,2024-05-17 14:07:22.323296,subscribed,UID322
user323@example.com,Name323,Last323,2024-05-21 14:07:22.323296,subscribed,UID323
user324@example.com,Name324,Last324,2023-08-21 14:07:22.323296,subscribed,UID324
user325@example.com,Name325,Last325,2023-10-15 14:07:22.323296,cleaned,UID325
user326@example.com,Name326,Last326,2023-10-02 14:07:22.323296,subscribed,UID326
user327@example.com,Name327,Last327,2023-09-18 14:07:22.323296,subscribed,UID327
user328@example.com,Name328,Last328,2024-03-27 14:07:22.323296,subscribed,UID328
user329@example.com,Name329,Last329,2024-05-17 14:07:22.323296,subscribed,UID329
user330@example.com,Name330,Last330,2023-09-29 14:07:22.323296,subscribed,UID330
user331@example.com,Name331,Last331,2024-05-05 14:07:22.323296,subscribed,UID331
user332@example.com,Name332,Last332,2024-03-12 14:07:22.323296,subscribed,UID332
user333@example.com,Name333,Last333,2024-05-11 14:07:22.323296,subscribed,UID333
user334@example.com,Name334,Last334,2023-08-16 14:07:22.323296,subscribed,UID334
user335@example.com,Name335,Last335,2024-05-12 14:07:22.323296,subscribed,UID335
user336@example.com,Name336,Last336,2023-07-06 14:07:22.323296,subscribed,UID336
user337@example.com,Name337,Last337,2024-02-16 14:07:22.323296,unsubscribed,UID337
user338@example.com,Name338,Last338,2023-11-22 14:07:22.323296,subscribed,UID338
user339@example.com,Name339,Last339,2024-04-15 14:07:22.323296,subscribed,UID339
user340@example.com,Name340,Last340,2023-08-29 14:07:22.323296,subscribed,UID340
user341@example.com,Name341,Last341,2024-02-10 14:07:22.323296,subscribed,UID341
user342@example.com,Name342,Last342,2023-08-24 14:07:22.323296,subscribed,UID342
user343@example.com,Name343,Last343,2023-08-16 14:07:22.323296,subscribed,UID343
user344@example.com,Name344,Last344,2024-05-26 14:07:22.323296,subscribed,UID344
user345@example.com,Name345,Last345,2023-08-03 14:07:22.323296,subscribed,UID345
user346@example.com,Name346,Last346,2024-05-05 14:07:22.323296,subscribed,UID346
user347@example.com,Name347,Last347,2023-11-14 14:07:22.323296,subscribed,UID347
